tag,itens,categoria,modelo,serial,marca,valor,data_compra,fornecedor,po,nota_fiscal,uso,qtd,prateleira,rua,setor,box,conferido,local
IMP2508210030194,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030195,TV,tv e monitor,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030196,Marca,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030197,Samsung,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030198,Samsung,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030199,Samsung,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030200,Philips,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030201,Samsung,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030202,Samsung,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030203,Samsung,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030204,Philco,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030205,LG,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030206,LG,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030207,LG,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030208,Samsung,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030209,Sony,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030210,LG,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030211,Samsung,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030212,LG,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030213,LG,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030214,LG,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030215,Samsung,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
